city,date,temp,feels_like,weather_description,freeFlowSpeed,currentSpeed,weather_main_Clear,weather_main_Clouds,weather_main_Mist,temp_freeFlowSpeed,feels_like_freeFlowSpeed
Mumbai,2024-07-16 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-17 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-18 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-19 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-20 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-21 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-22 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-23 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-24 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-25 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-26 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-27 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-28 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-29 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-30 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-07-31 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-01 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-02 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-03 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-04 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-05 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-06 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-07 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-08 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-09 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Mumbai,2024-08-10 00:24:51.076844,301.15,305.72,mist,16.0,16.0,False,False,True,4818.4,4891.52
Sydney,2024-07-11 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-12 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-13 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-14 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-15 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-16 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-17 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-18 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-19 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-20 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-21 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-22 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-23 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-24 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-25 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-26 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-27 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-28 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-29 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-30 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-07-31 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-01 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-02 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-03 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-04 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-05 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-06 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-07 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-08 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-09 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
Sydney,2024-08-10 00:24:51.076844,283.12,282.26,scattered clouds,24.0,24.0,False,True,False,6794.88,6774.24
